from,to,distance,road_type,road_name,oneway
277912866,277912040,78.15636901164721,tertiary,Lake View Road,False
277912866,1197468435,111.34077410270467,tertiary,Lake View Road,False
278613467,301300685,72.19539267257193,primary,Anna Salai (Mount Road),True
278613475,247713922,24.598382552010534,primary,Anna Salai (Mount Road),True
278989902,3146852560,119.81408684286907,residential,,False
278989902,370223894,184.74342659696356,residential,,False
278989902,363959498,300.1144936833243,residential,Kalaimagal Nagar 2nd Main,False
278990057,13966900349,8.792904394892066,residential,Main Road,False
278990057,11190379653,102.72123608291733,secondary,SIDCO Industrial Estate South Phase Road,True
278990057,11427763108,95.60918874449743,residential,Main Road,False
278990058,364069485,103.4388669107087,residential,,False
278990058,13966900344,20.374908242248598,secondary,SIDCO Industrial Estate South Phase Road,False
278990100,364628536,12.22924162771278,tertiary,Poonamalle Road,False
278990100,364628457,31.901630670321644,tertiary,Poonamalle Road,False
278990100,11436607440,136.16136821784076,residential,,False
278990103,9189148333,20.76786826306705,residential,,False
278990103,280088650,118.65456716837834,residential,,False
278990103,5360153610,45.32290828803743,residential,,False
278990104,364873511,156.91142322546878,residential,,False
278990104,364873701,58.346382164523824,residential,,False
278990104,364873512,105.43182529678687,residential,,False
278990104,9189109014,66.74324304341465,residential,,False
278990105,364549082,31.50783307050998,tertiary,,False
278990629,363959498,47.35520494219508,residential,1st Cross Street,False
278990629,364572470,46.41323716286217,residential,Kalaimagal Nagar 1st Main,False
278990629,364572470,224.69861724099982,residential,"['2nd Cross Street', '1st Cross Street']",False
278990629,367788946,74.36190940808392,residential,Kalaimagal Nagar 1st Main,False
278990630,364175463,45.890266593145896,residential,3rd Cross Street,False
278990630,364873570,60.25555673267299,residential,Kalaimagal Nagar 1st Main,False
278990630,364572470,52.949635346046556,residential,Kalaimagal Nagar 1st Main,False
278990632,364622737,113.36902694610104,residential,Balaji Nagar 1st Main,False
278990632,364032452,25.71299624745001,residential,Vandi Pathai Street,False
278990632,364622735,47.363990208206665,residential,Vandi Pathai Street,False
278990634,9189148358,171.6432285289411,residential,,False
278990634,2275098876,29.66684322061809,residential,Vandi Pathai Street,False
278990634,11078052401,130.6319402047544,residential,,False
278990634,367871630,38.62900169819177,residential,Vandi Pathai Street,False
278990635,367789234,52.07481544855894,tertiary,Poonamalle Road,False
278990635,278990636,45.86267094729166,tertiary,Gandhi Nagar Main,False
278990635,364628536,129.3853786755069,tertiary,Poonamalle Road,False
278990635,2275098876,120.36163612570235,residential,Vandi Pathai Street,False
278990636,278990635,45.86267094729166,tertiary,Gandhi Nagar Main,False
278990636,364628534,6.639844496519808,tertiary,Gandhi Nagar Main,False
278990636,11240698136,58.5386199150525,residential,,False
278990638,364628463,38.74053347381278,tertiary,Ambal Nagar Main,False
278990638,364628496,12.948874263486607,tertiary,Gandhi Nagar Main,False
278990638,12684083857,14.018119826368533,residential,,False
278990640,364631694,51.30001434823499,residential,,False
278990640,11190343414,31.315946970747085,residential,,False
278990640,7024754332,47.49803187007799,residential,,False
278990887,11402362182,97.63947891192093,residential,,False
278990887,364637091,7.586461053571203,tertiary,Ambal Nagar Main,False
278990887,364571150,27.783135861787798,tertiary,Ambal Nagar Main,False
278990888,364628477,63.590113959206285,primary,Inner Ring Road,True
278990888,364628453,87.86188301987465,tertiary,Ambal Nagar Main,False
278990888,308313676,22.486974063204695,tertiary,Reddy 2nd Street,False
279610134,301299641,215.86742994315182,residential,1st Seaward Road,False
279610134,301299658,19.90844760432448,tertiary,Tiruvalluvar Nagar 2nd Avenue,False
279610134,333734678,80.73521492475925,tertiary,Tiruvalluvar Nagar 2nd Avenue,False
279610136,2168628444,87.89691704233901,residential,4th Seaward Road,False
279610136,12989236287,57.76455291061578,tertiary,Tiruvalluvar Nagar 2nd Avenue,False
279610136,333743882,79.51384231531142,residential,Subramaniya Avenue,False
279610136,1446415947,73.33307282193113,tertiary,Tiruvalluvar Nagar 2nd Avenue,False
279610139,333744579,59.833371604240796,residential,Tiruvalluvar Nagar 1st Avenue,False
279610139,334176882,88.59271769404616,residential,Tiruvalluvar Nagar 1st Avenue,False
279610139,333738005,43.8486963967211,tertiary,Tiruvalluvar Nagar 2nd Avenue,False
279610139,9179560425,55.882968395193984,tertiary,Tiruvalluvar Nagar 2nd Avenue,False
279610140,301299740,35.114654076714245,residential,Journalist Colony,False
279610140,2168628382,8.127777559239988,tertiary,Tiruvalluvar Nagar 2nd Avenue,False
280088650,278990103,118.65456716837834,residential,,False
280088650,2241068154,240.51645492066626,residential,Naga Reddy Thottam Garden Rd,False
280088650,9189109007,346.3165198382552,residential,,False
280088651,6497435374,5.785394487921815,residential,Reddy 1st Street,False
280088651,368385486,78.92740786828007,tertiary,,False
280088651,364637118,85.79538765962916,tertiary,,False
280088653,247714021,18.0287822642838,secondary,Alandur Road,False
280088653,9885084116,446.34437629626706,secondary,"['Alandur Road', 'Abraham Bridge']",False
280088653,2241067975,144.05662413688094,residential,Arulayampettai 2nd Street,False
280089107,2168668934,38.61504229167735,residential,2nd Border Street,False
280089107,2237675823,32.675497280829696,residential,2nd Border Street,False
280089107,2237675819,49.1478931808128,residential,Shastri Street,False
280089108,2168668927,42.694088206850125,residential,,False
280089108,2168668937,33.486322733799184,residential,,False
280089108,11801178049,3.9951999495868886,residential,,False
280089630,338470529,15.043033056829907,residential,Gandhi Street,False
280089630,11644572975,33.40605368024411,primary,Taramani Link Road,True
291018468,299879508,65.57825719709297,residential,Lake View Road,False
291192573,291192861,180.0232678364594,tertiary,Indira Nagar 1st Avenue,False
291192573,312025190,63.91986607637418,residential,Indira Nagar 2nd Main Road,False
291192573,257432748,176.025647251262,tertiary,Indira Nagar 1st Avenue,False
291192621,2699418581,50.51528961969662,residential,2nd Cross Street,False
291192621,335522217,68.72958196271884,residential,Indira Nagar 2nd Main Road,False
291192621,2172995833,87.68960481711711,residential,Indira Nagar 2nd Main Road,False
291192686,313774895,124.3099837496231,residential,9th Cross Street,False
291192686,312025161,62.03327215806798,residential,Indira Nagar 2nd Main Road,False
291192686,313785320,50.84162055520551,tertiary,Indira Nagar 3rd Avenue,False
291192686,313774897,59.043734752275526,tertiary,Indira Nagar 3rd Avenue,False
291192859,312025389,62.33147511133751,residential,Indira Nagar 1st Main Road,False
291192859,291193235,74.62842666969475,residential,Indira Nagar 1st Main Road,False
291192859,6536963580,68.31889545459397,residential,,False
291192861,312025131,76.97880187701146,residential,Indira Nagar 1st Main Road,False
291192861,335522209,78.36152475098494,residential,Indira Nagar 1st Main Road,False
291192861,11601327273,50.96571144493006,tertiary,Indira Nagar 1st Avenue,False
291192861,291192573,180.0232678364594,tertiary,Indira Nagar 1st Avenue,False
291193234,2699418581,129.41974206344224,residential,2nd Cross Street,False
291193234,335522209,69.38307267622514,residential,Indira Nagar 1st Main Road,False
291193234,312025389,64.45883655046576,residential,Indira Nagar 1st Main Road,False
291193235,312025305,22.62010374905923,residential,Indira Nagar 1st Main Road,False
291193235,6536963580,39.68652516714171,residential,,False
291193235,291192859,74.62842666969476,residential,Indira Nagar 1st Main Road,False
291294776,257430115,27.685694259017644,tertiary,Shastri Nagar 1st Avenue,False
291294776,257430116,122.30636178523667,tertiary,Besant Nagar 1st Avenue Service Road,True
291295144,257430116,26.09078686427952,residential,1st cross street,False
291295144,291294776,124.6444951551434,tertiary,Besant Nagar 1st Avenue,True
291295296,299805382,83.04786345926856,residential,1st cross street,False
291295296,291295494,55.557135395656495,residential,1st cross street,False
291295296,11038582811,47.10315118670182,residential,,False
291295296,1730498184,80.28285604602151,residential,1st cross street,False
291295329,291295436,187.780177861098,residential,Besant Nagar 4th Avenue,False
291295329,299805457,42.80144070374722,residential,Besant Nagar 4th Avenue,False
291295329,291295419,79.1911370383688,residential,2nd Cross,False
291295419,291295329,79.1911370383688,residential,2nd Cross,False
291295419,299805481,74.01684929407692,residential,2nd Cross,False
291295419,291295494,178.49347679443792,residential,1st cross street,False
291295436,291295329,187.780177861098,residential,Besant Nagar 4th Avenue,False
291295436,291295494,70.68325792955422,residential,,False
291295436,257430152,171.80095138705315,residential,Besant Nagar 4th Avenue,False
291295494,291295436,70.68325792955422,residential,,False
291295494,291295296,55.557135395656495,residential,1st cross street,False
291295494,291295419,178.49347679443792,residential,1st cross street,False
291295940,257430096,26.727503272091717,tertiary,5th Avenue,False
291295940,257430102,70.11874072572341,tertiary,Elliot's Beach Promenade,True
291295940,10567935674,39.01872631587774,residential,2nd Main Road,False
291295940,10567935696,117.61445891256685,tertiary,5th Avenue,False
299382574,299382591,110.14212511562857,residential,,False
299382574,300301596,35.67303537691989,residential,,False
299382574,1197468250,50.39134415796129,residential,,False
299382591,299382574,110.14212511562857,residential,,False
299382591,6318051102,93.14179458020558,residential,Mohanapuri 3rd Street,False
299382591,299383030,41.4852423038253,tertiary,Brindavan Nagar Main Road,False
299382591,300469152,75.79007802939448,tertiary,Brindavan Nagar Main Road,False
299382594,6318051102,147.18830679080853,residential,Mohanapuri 3rd Street,False
299382594,299383020,43.41701542173544,residential,,False
299382594,299382713,38.5417972703834,residential,,False
299382713,299382594,38.5417972703834,residential,,False
299382713,299886616,45.80455466635375,residential,,False
299382713,338440049,44.03170710268679,residential,Mohanapuri 2nd Street,False
299382713,6304943208,73.06361174429303,residential,Mohanapuri 2nd Street,False
299382716,2167149210,44.42151541453515,residential,,False
299382716,338223169,77.0084917060302,residential,Mohanapuri 2nd Street,False
299382716,338440049,51.71373561678457,residential,Mohanapuri 2nd Street,False
299382730,338223280,55.55898524644835,residential,Lakshmi Hayagriva 1st Main Road,False
299382813,277912040,53.06115351818699,tertiary,Brindavan Nagar Main Road,False
299382813,300301437,164.50958586384854,residential,,False
299382813,6304943212,169.86000267134062,residential,,False
299382813,300469152,53.190771485128366,tertiary,Brindavan Nagar Main Road,False
299382923,6497689887,94.14075900170495,residential,Mohanapuri 5th Street,False
299382923,299383040,55.382616313761666,residential,,False
299382923,299881750,52.412998403596134,residential,,False
299382923,299880831,155.4108557349746,residential,Mohanapuri 5th Street,False
299382925,300303931,93.5454493707901,residential,Mohanapuri 5th Street,False
299382925,299383985,31.50739424548072,tertiary,Brindavan Nagar Main Road,False
299382925,299383030,40.018176363460505,tertiary,Brindavan Nagar Main Road,False
299382925,1197468250,100.34838991288979,residential,,False
299383020,299383040,43.60403584259831,residential,Mohanapuri 4th Street,False
299383020,299382594,43.41701542173544,residential,,False
299383020,300303930,155.44965128549353,residential,Mohanapuri 4th Street,False
299383030,300303930,93.48021771082554,residential,Mohanapuri 4th Street,False
299383030,299382925,40.018176363460505,tertiary,Brindavan Nagar Main Road,False
299383030,299382591,41.4852423038253,tertiary,Brindavan Nagar Main Road,False
299383040,299886460,59.08194678286119,residential,Mohanapuri 4th Street,False
299383040,299383020,43.60403584259831,residential,Mohanapuri 4th Street,False
299383040,338440049,88.73644947744349,residential,,False
299383040,299382923,55.382616313761666,residential,,False
299383048,299383049,45.10751323558403,residential,Mohanapuri 4th Street,False
299383048,6445046253,23.882158697306526,residential,Mohanapuri 4th Street,False
299383048,338223162,80.05223607297377,residential,,False
299383049,299383048,45.10751323558403,residential,Mohanapuri 4th Street,False
299383049,300305184,27.686126090622295,residential,,False
299383049,300165130,22.695278607250867,residential,,False
299383101,299385851,51.797343758936215,residential,,False
299383101,300303099,128.73285817430624,residential,,False
299383101,299384649,50.96614493093224,tertiary,Brindavan Nagar Main Road,False
299383101,299385739,44.075221170803744,tertiary,Brindavan Nagar Main Road,False
299383104,6304903884,65.7812914728775,residential,,False
299383104,299385851,43.84487587805855,residential,,False
299383104,299385745,43.479171516608815,residential,,False
299383124,299383231,30.78525768848432,residential,,False
299383124,6307234631,42.63310251425108,residential,,False
299383124,6304903884,72.96415035369148,residential,,False
299383231,299383124,30.78525768848432,residential,,False
299383231,300165083,71.33734805693194,residential,,False
299383231,2167149106,31.619479057006064,residential,,False
299383238,2167149106,14.947531905057142,residential,,False
299383238,300165085,51.65937383891338,residential,,False
299383238,300164882,92.39717536860275,residential,,False
299383250,299881867,95.47788385592179,residential,,False
299383250,300304364,15.646964170073051,residential,,False
299383250,6445033946,54.9252418608853,residential,,False
299383331,300165087,30.269576229021556,residential,,False
299383331,300164884,54.33573790513516,residential,1st Cross Road,False
299383331,299385837,58.72708441322162,residential,4th Main Road,False
299383331,300164881,95.99015165827214,residential,,False
299383745,2167149222,15.878352752916227,residential,,False
299383745,1197468250,53.95955806921207,residential,,False
299383975,299383985,146.8972765843156,residential,,False
299383975,299384037,71.83046995376213,residential,,False
299383985,299383975,146.8972765843156,residential,,False
299383985,300165075,37.67396447157369,tertiary,Brindavan Nagar Main Road,False
299383985,299382925,31.50739424548072,tertiary,Brindavan Nagar Main Road,False
299384037,299385733,48.72076393778941,residential,,False
299384037,277912041,123.60200860895186,residential,,False
299384037,299383975,71.83046995376213,residential,,False
299384649,300165255,57.11578945775639,tertiary,Brindavan Nagar Main Road,False
299384649,299383101,50.96614493093224,tertiary,Brindavan Nagar Main Road,False
299385733,299385739,126.57266467455447,residential,,False
299385733,299384037,48.72076393778941,residential,,False
299385733,300303099,43.16202100161939,residential,,False
299385739,299385733,126.57266467455447,residential,,False
299385739,299385745,95.09498405523662,residential,5 Cross Street,False
299385739,299383101,44.075221170803744,tertiary,Brindavan Nagar Main Road,False
299385739,277912041,38.7349467752131,tertiary,Brindavan Nagar Main Road,False
299385745,299385739,95.09498405523662,residential,5 Cross Street,False
299385745,300165074,47.63985012350729,residential,,False
299385745,299383104,43.479171516608815,residential,,False
299385745,11329022596,27.570918486514575,residential,,False
299385806,338440041,44.152384215309716,residential,,False
299385806,299879508,279.22712636221183,residential,Lake View Road,False
299385806,6305009114,206.28937492397716,residential,Lake View Road,False
299385811,300165130,53.904753596387074,residential,,False
299385811,338440038,51.85947642944895,residential,,False
299385811,338223162,47.520849043106864,residential,Mohanapuri 2nd Street,False
299385811,300165127,144.6053595066575,residential,Lakshmi Hayagriva 1st Main Road,False
299385830,299881747,54.26653387174844,residential,Mahalakshmi Nagar 8th Cross Street,False
299385830,2167149106,58.178024818085746,residential,,False
299385830,299385851,191.7639379065065,residential,,False
299385837,2167149073,52.760867876780274,residential,Mahalakshmi Nagar 8th Cross Street,False
299385837,299383331,58.72708441322162,residential,4th Main Road,False
299385837,300165584,122.58060655429587,residential,4th Main Road,False
299385851,299383104,43.84487587805855,residential,,False
299385851,299383101,51.797343758936215,residential,,False
299385851,299385830,191.7639379065065,residential,,False
299385934,313444563,43.55946014613204,tertiary,Nethaji Road,False
299385934,6801270882,9.76174792149505,tertiary,Nethaji Road,False
299385934,330410529,110.06558519593959,residential,Thirumurugan Street,False
299386096,11770278953,93.17504135227651,residential,Ezumudaliyar Street,False
299386096,11770278961,23.520577991835285,residential,Ezumudaliyar Street,False
299386096,11770278969,65.47331534576334,residential,6th Street,False
299386190,300192508,42.50428815525079,tertiary,TNHB Main Road,False
299386190,6795313110,62.17379192595711,residential,TNHB Colony 1st Main Road,False
299386190,299386209,93.50945308164223,tertiary,Marudupandi Street,False
299386209,338440263,39.71277175894407,tertiary,Marudupandi Street,False
299386209,338440292,168.52991710825904,residential,,False
299386209,299386190,93.50945308164223,tertiary,Marudupandi Street,False
299800433,10285691900,292.03395772068376,residential,Besant Nagar 6th Avenue,False
299800433,10285678608,8.258714217046418,residential,Besant Nagar 16th Cross Street,False
299800433,10285691914,67.01332227410758,residential,Besant Nagar 16th Cross Street,False
299800482,291295144,110.00517379680217,tertiary,Besant Nagar 1st Avenue,True
299800482,10573754124,62.495924173587014,tertiary,Besant Nagar 1st Main Road,False
299800531,10573743300,88.57588918862638,residential,Besant Nagar 2nd Main Road,False
299800531,257432616,164.70393578014563,secondary,Besant Nagar 2nd Avenue,False
299800531,257432615,95.98215427126928,secondary,Besant Nagar 2nd Avenue,False
299800531,11625938760,96.79152822481326,residential,Besant Nagar 22nd Cross Street,False
299800637,257430047,15.6020365163354,tertiary,Annai Velankanni Road,True
299800637,11772936282,31.56732602498311,residential,Tiger Varadachari Road,False
299800637,12672943583,5.267505581067431,residential,Tiger Varadachari Road,False
299800669,257432708,93.19169467624823,tertiary,5th Avenue,False
299800669,299800692,22.354650108262444,tertiary,5th Avenue,False
299800669,10567935656,157.0208335827631,residential,Besant Nagar 35th Cross Street,False
299800692,257430096,64.20471297487784,tertiary,5th Avenue,False
299800692,10567935672,40.373560044591144,residential,1st Main Road,False
299800692,299800669,22.354650108262444,tertiary,5th Avenue,False
299800783,299800791,195.5430387133554,residential,Besant Nagar 27th Cross Street,False
299800783,299800806,43.384614376743,residential,Besant Nagar 6th Avenue,False
299800783,257432710,42.30983434603431,residential,Besant Nagar 6th Avenue,False
299800791,299800783,195.5430387133554,residential,Besant Nagar 27th Cross Street,False
299800791,257432709,43.346335050133064,residential,Besant Nagar 24th Cross Street,False
299800791,10559615692,43.0529816395403,residential,Besant Nagar 24th Cross Street,False
299800806,257432711,45.40961185893951,residential,Besant Nagar 6th Avenue,False
299800806,299800783,43.384614376743,residential,Besant Nagar 6th Avenue,False
299800806,10559615692,195.58140676956083,residential,Besant Nagar 26th Cross Street,False
299800822,257432714,73.52184834584735,residential,Besant Nagar 3rd Main Road,False
299800822,10559615667,60.98841475416515,residential,,False
299800822,257432613,57.341166429207625,residential,Besant Nagar 3rd Main Road,False
299800830,10281695771,19.660080164544272,secondary,Besant Nagar 2nd Avenue,False
299800830,11066238270,9.453530919679059,residential,,False
299800830,257432615,84.14000076832693,secondary,Besant Nagar 2nd Avenue,False
299801211,10285692125,54.85001134717952,residential,Besant Nagar 18th Cross Street,False
299801211,10285692039,65.77948600040031,residential,Besant Nagar 18th Cross Street,False
299801211,299801214,77.20993895088313,residential,Besant Nagar 21st Cross Street,False
299801214,10559615704,48.163965013518116,residential,Besant Nagar 17th Cross Street,False
299801214,10559615697,6.226191048815047,residential,Besant Nagar 17th Cross Street,False
299801214,299801211,77.20993895088313,residential,Besant Nagar 21st Cross Street,False
299801222,10285691915,52.899261957594504,residential,Besant Nagar 17th Cross Street,False
299801222,10559615704,7.527530382135108,residential,Besant Nagar 17th Cross Street,False
299801222,10285692125,77.13408066529405,residential,Besant Nagar 19th Cross Street,False
299805210,299805216,68.10562351476085,residential,4th Cross Street,False
299805216,299805219,59.638347628184626,residential,3rd Cross,False
299805216,299805210,68.10562351476085,residential,4th Cross Street,False
299805216,299805374,29.15004008797332,residential,Kakkan Colony,False
299805216,2270657205,199.56085306313076,residential,4th Cross Street,False
299805219,299805216,59.638347628184626,residential,3rd Cross,False
299805219,2270657205,144.07703045319764,tertiary,Besant Nagar 1st Main Road,False
299805219,10573754124,67.46432475605528,tertiary,Besant Nagar 1st Main Road,False
299805265,10675389371,58.34771578935048,residential,35th Cross Street,False
299805265,257430049,156.1685486228395,secondary,Mahatma Gandhi Road,False
299805265,257430048,151.19114464827163,secondary,Mahatma Gandhi Road,False
299805278,257430048,56.854132993430795,tertiary,Besant Nagar 1st Main Road,False
299805278,10675389371,151.40844355052852,residential,31st Cross Street,False
299805278,10573754134,134.172856967539,tertiary,Besant Nagar 1st Main Road,False
299805281,299805288,119.67231857447379,residential,Asaranji Avenue,False
299805288,257430049,59.66622699106758,residential,Ellaiamman Koil Street,False
299805288,11050695523,25.469982502851188,residential,Ellaiamman Koil Street,False
299805288,299805281,119.67231857447379,residential,Asaranji Avenue,False
299805319,257430159,8.169850424528313,residential,Ellaiamman Koil Street,False
299805319,9179599520,50.41188758229684,residential,Ellaiamman Koil Street,False
299805319,299805328,108.38625824886223,residential,Jayaram Avenue,False
299805328,299805319,108.38625824886223,residential,Jayaram Avenue,False
299805339,257430158,115.37573362597361,residential,State Bank Colony Road,False
299805348,257430158,52.70939040942978,residential,Ellaiamman Koil Street,False
299805348,299805354,50.53537027588045,residential,Ellaiamman Koil Street,False
299805348,299805350,112.7825660922803,residential,Vannanthurai street,False
299805350,299805348,112.7825660922803,residential,Vannanthurai street,False
299805352,299805354,81.83448979553502,residential,Vannanthurai street,False
299805354,299805348,50.53537027588045,residential,Ellaiamman Koil Street,False
299805354,299805352,81.83448979553502,residential,Vannanthurai street,False
299805354,11050737789,33.29167290063866,residential,Ellaiamman Koil Street,False
299805374,299805216,29.15004008797332,residential,Kakkan Colony,False
299805377,299805481,30.42010085904151,residential,2nd Cross,False
299805377,299805382,184.72286483830732,residential,2nd Cross,False
299805377,299805480,125.09491719726255,residential,Customs Colony 1st cross street,False
299805382,291295296,83.04786345926856,residential,1st cross street,False
299805382,335535149,99.5645497950301,residential,1st cross street,False
299805382,7018971562,67.68192271901053,residential,2nd Cross,False
299805382,299805377,184.72286483830732,residential,2nd Cross,False
299805393,313775241,19.207414481814684,residential,Damodarapuram Main Road,False
299805393,299805493,36.27088900541633,residential,Damodarapuram Main Road,False
299805393,11772701100,70.29811552681029,residential,,False
299805457,291295329,42.80144070374722,residential,Besant Nagar 4th Avenue,False
299805457,257430044,48.386583564444194,residential,Besant Nagar 4th Avenue,False
299805457,299805480,152.32350421517793,residential,Customs Colony 1st cross street,False
299805480,299805457,152.32350421517793,residential,Customs Colony 1st cross street,False
299805480,299805481,42.37567197101245,residential,,False
299805480,299805377,125.09491719726253,residential,Customs Colony 1st cross street,False
299805481,299805377,30.42010085904151,residential,2nd Cross,False
299805481,299805480,42.37567197101245,residential,,False
299805481,291295419,74.01684929407692,residential,2nd Cross,False
299805493,299805502,66.06923128469536,residential,,False
299805493,299805393,36.27088900541633,residential,Damodarapuram Main Road,False
299805493,313775332,12.519598211604292,residential,Damodarapuram Main Road,False
299805502,299805493,66.06923128469536,residential,,False
299808129,11927484700,17.614258612308657,secondary,,True
299877788,330401247,190.7671026824929,residential,,False
299877788,299877897,15.27463699775053,residential,,False
299877788,299877816,43.39494274160124,residential,,False
299877804,330401247,46.801314150345405,residential,,False
299877804,300186162,44.340684464774306,residential,,False
299877804,2167027634,182.4574203325038,residential,,False
299877805,330401247,49.288542250569755,residential,,False
299877805,330401245,74.30291981627077,residential,AGS Colony 4th Main Road,False
299877805,299878326,54.732004548214604,residential,AGS Colony 4th Main Road,False
299877816,300186162,147.3876604590448,residential,,False
299877816,299877788,43.39494274160124,residential,,False
299877816,299877896,32.16661699452951,residential,,False
299877829,330401247,34.666682129268274,residential,,False
299877858,330401245,91.32632358375125,residential,Chokkalingam Nagar Road,False
299877896,299877816,32.16661699452951,residential,,False
299877896,299877917,20.212920858178784,residential,,False
299877896,2167027689,23.41778637192381,residential,,False
299877897,299877788,15.27463699775053,residential,,False
299877917,299877896,20.212920858178784,residential,,False
299877917,300376603,29.455402232613924,residential,,False
299877917,338341070,99.41020466945184,residential,kalki nagar main road,False
299878024,2167027803,41.399682110244704,residential,anna nagar 2nd street,False
299878024,299878227,185.00948106579565,residential,,False
299878196,330401242,144.16560516087117,residential,,False
299878196,300165044,44.60441303169093,residential,,False
299878196,2167027772,146.86149707640183,residential,3rd Main Road,False
299878196,299878252,46.490665767592674,residential,,False
299878227,299878024,185.00948106579565,residential,,False
299878227,299878252,144.32699944302362,residential,,False
299878227,299878272,44.79787459842415,residential,,False
299878227,330401242,48.6478599896129,residential,,False
299878252,299878227,144.32699944302362,residential,,False
299878252,2167027781,98.38908604761156,residential,2nd Main Road,False
299878252,299878196,46.490665767592674,residential,,False
299878272,299878370,166.11569032756503,residential,,False
299878272,2167027811,2.5275665467642168,residential,,False
299878272,299878227,44.79787459842415,residential,,False
299878326,2167027772,46.61475540346348,residential,,False
299878326,299877805,54.732004548214604,residential,AGS Colony 4th Main Road,False
299878326,300165044,150.52695927655523,residential,AGS Colony 4th Main Road,False
299878327,2167027772,39.281166536640086,residential,,False
299878327,2167027785,100.82671408071634,residential,2nd Main Road,False
299878327,2167027781,45.837322861251714,residential,2nd Main Road,False
299878329,330401245,108.5026779311244,residential,AGS Colony 4th Main Road,False
299878329,299880900,115.44735742514544,residential,,False
299878329,299878744,133.82202445076416,residential,2nd Main Road,False
299878370,299878272,166.11569032756503,residential,,False
299878370,299878409,75.47447892076435,residential,1st Main Road,False
299878370,6305258154,329.7036214370698,residential,,False
299878391,7806740576,44.8254806584535,residential,Nethaji Colony 6th Cross Street,False
299878391,300184940,87.55857756706567,residential,,False
299878391,6305258154,40.09903966044524,residential,,False
299878409,2167027827,39.590874481205944,residential,Nethaji Colony 6th Cross Street,False
299878409,2167027781,36.67792768347929,residential,7th Cross Street,False
299878409,299878370,75.47447892076435,residential,1st Main Road,False
299878409,11768865837,158.55318543698854,residential,1st Main Road,False
299878550,300165244,57.225369040410165,residential,mahalakshmi nagar 3rd main road,False
299878550,300164903,113.12724292152181,residential,2nd Main Road,False
299878550,6498272044,76.15759571838609,residential,2nd Main Road,False
299878653,299883310,71.69935703924084,residential,,False
299878653,299883303,40.91465225757501,residential,1st Cross Street,False
299878653,5458540727,42.08688763268988,residential,1st Cross Street,False
299878653,7806767040,74.3604463837116,residential,,False
299878655,11612617051,38.83549164990798,residential,,False
299878655,299883310,292.6166004760742,residential,,False
299878655,300304363,50.442856815724625,residential,,False
299878685,300463595,30.237206924544388,residential,,False
299878685,299881938,76.53082489910919,residential,,False
299878685,6307239351,88.44666906302324,residential,,False
299878686,299881938,13.442128294092205,residential,,False
299878697,300184998,58.56094122213821,residential,,False
299878738,2167148972,37.25126077973004,residential,,False
299878738,299883766,15.658052759228203,residential,,False
299878738,299883747,96.74264861610116,residential,,False
299878744,338222942,38.58785142605521,residential,,False
299878744,11768865791,104.82726469619553,residential,2nd Main Road,False
299878744,299878329,133.82202445076416,residential,2nd Main Road,False
299878818,1889993394,48.970525884240885,residential,,False
299878818,1889993380,57.47261836265944,residential,,False
299878818,299878915,117.22791757037979,residential,4th Main Road,False
299878821,299878915,39.71501001114842,residential,,False
299878821,1889993394,135.26729410434726,residential,3rd Main Road,False
299878821,299883862,229.80205494627833,residential,3rd Main Road,False
299878850,313857711,150.98934624529426,residential,6th Main Road,False
299878850,299878915,30.578043466192323,residential,,False
299878850,299878883,40.722367700114624,residential,,False
299878883,299878850,40.722367700114624,residential,,False
299878883,313857700,47.609234782550566,residential,5th Main Road,False
299878883,7806670135,40.23318483414161,residential,5th Main Road,False
299878915,299878821,39.71501001114842,residential,,False
299878915,299878850,30.578043466192323,residential,,False
299878915,299878818,117.22791757037979,residential,4th Main Road,False
299878960,313857696,60.6433876943148,residential,11th Main Road,False
299878960,299883996,10.461104030715521,residential,,False
299878960,299883993,49.6354139018588,residential,,False
299878983,313857687,84.32046081394363,residential,,False
299878983,299879030,18.694046858072433,residential,,False
299878983,313857708,29.081020449034593,residential,,False
299879028,299879177,118.79118754189152,residential,11th Main Road,False
299879028,313857696,51.40641930572263,residential,11th Main Road,False
299879028,313857709,51.93265459833024,residential,,False
299879028,313857698,49.80187338022939,residential,,False
299879030,299879097,108.87052429043692,residential,9th Main Road,False
299879030,313857691,31.52410866519752,residential,,False
299879030,299878983,18.694046858072433,residential,,False
299879097,299879114,57.343341532333454,residential,,False
299879097,313857709,45.72084141227479,residential,,False
299879097,299879030,108.87052429043692,residential,9th Main Road,False
299879114,299879097,57.343341532333454,residential,,False
299879114,299879128,91.29366561238211,residential,8th Main Road,False
299879114,299879154,106.68008103153869,residential,8th Main Road,False
299879128,299879114,91.29366561238211,residential,8th Main Road,False
299879128,313857700,74.26444494243322,residential,,False
299879128,11059186577,62.319021445154,residential,,False
299879154,299879114,106.68008103153869,residential,8th Main Road,False
299879154,313857691,21.220057436418685,residential,,False
299879154,338282639,38.91924042781924,residential,,False
299879174,313857697,50.77045127268788,residential,13th Main Road,False
299879174,6451660876,94.89747813517673,residential,13th Main Road,False
299879174,313857698,40.12401125446463,residential,,False
299879177,299879028,118.79118754189152,residential,11th Main Road,False
299879177,1241211260,55.651042660224334,primary,Major Mukund Varadharajan Salai,True
