id,latitude,longitude
299883714,12.9800098,80.2180855
299883719,12.9793026,80.2161475
299883744,12.9785614,80.2154725
299883747,12.976495,80.2162531
299883757,12.9774084,80.2155765
299883758,12.9773199,80.2143049
299883765,12.9742645,80.2151155
299883766,12.9764706,80.2152203
299883775,12.9748185,80.2151671
299883817,12.9756844,80.2163132
299883820,12.9760836,80.2163033
299883833,12.9782504,80.2168862
299883862,12.9747602,80.2164319
299883876,12.9701452,80.2160021
299883878,12.9742305,80.2164666
299883901,12.9753747,80.2151757
299883943,12.9757663,80.2171068
299883945,12.9752845,80.2171592
299883951,12.9764353,80.2186582
299883968,12.9724665,80.2136303
299883969,12.972383,80.2148331
299883970,12.9721079,80.2163499
299883981,12.9720386,80.2135734
299883984,12.9715826,80.216274
299883986,12.9709047,80.2149071
299883987,12.9702883,80.2180807
299883993,12.9714307,80.2170241
299883994,12.9718177,80.2150784
299883996,12.9719676,80.2170731
299883997,12.9735563,80.2181664
299884000,12.9735621,80.216417
299886460,12.985382,80.2083647
299886559,12.9866965,80.2090648
299886615,12.9866996,80.2085807
299886616,12.9866637,80.2074908
299886837,12.9870417,80.2100072
300159065,12.9889256,80.2059355
300159070,12.9922463,80.2068868
300159185,12.9888864,80.2062417
300159188,12.9910965,80.2064299
300159298,12.9913918,80.2071813
300159299,12.9905854,80.2070199
300159433,12.9901144,80.2085196
300159434,12.9908885,80.2087581
300159440,12.9887336,80.2075392
300159443,12.9903564,80.2077657
300159445,12.9911305,80.2079999
300159498,12.9891936,80.2088438
300159499,12.9899368,80.2065232
300159512,12.9899906,80.2089173
300159513,12.990765,80.2091452
300159528,12.9902556,80.2056163
300159529,12.992355,80.2064577
300159530,12.9915437,80.20711
300159552,12.9912983,80.2097322
300159692,12.9929202,80.2098346
300159695,12.9926629,80.2099963
300159762,12.9928966,80.2100373
300159763,12.993274,80.2081326
300159776,12.9961821,80.2082887
300159788,12.9939858,80.2082934
300159789,12.9942489,80.2069977
300159802,12.994536,80.2083084
300159803,12.9947933,80.2071232
300159816,12.9951308,80.2082962
300159817,12.9953532,80.2072445
300159827,12.9935099,80.2081818
